CustomerID,Gender,Age,Tenure_Years,Balance,Num_Products,Has_CreditCard,Is_ActiveMember,Estimated_Salary,Churn
132,Male,29,0,156596.95,2,1,1,137043.12,0
133,Male,65,8,179743.23,1,1,0,61136.11,0
134,Male,59,8,35670.2,1,0,0,88844.46,0
135,Male,44,7,35017.0,2,0,0,20396.71,1
136,Male,27,4,179034.54,3,0,0,72402.26,0
137,Male,63,2,107945.62,2,0,0,50840.83,0
138,Male,69,7,222300.37,2,1,0,110714.99,0
139,Male,59,0,77984.72,1,1,0,48474.62,1
140,Male,49,2,10607.68,2,1,1,170447.17,0
141,Female,59,6,162469.01,1,1,0,178923.02,1
142,Male,43,3,171059.81,2,1,0,172152.14,0
143,Female,42,6,138397.9,3,0,0,196724.51,0
144,Female,28,4,170833.16,1,0,0,184636.35,1
145,Female,40,5,130938.59,2,1,0,70361.82,0
146,Male,51,6,173158.2,1,0,0,76602.98,0
147,Male,69,9,10984.35,2,0,1,115878.7,0
148,Male,57,6,92099.34,2,0,0,89292.38,0
149,Male,40,6,52704.23,2,0,1,194583.98,0
150,Female,46,6,24831.53,1,0,1,81115.6,0
151,Male,48,6,58523.16,1,1,1,153214.83,0
152,Male,24,2,47827.65,3,1,1,123565.11,0
153,Male,57,2,243282.85,3,0,0,192166.53,0
154,Male,50,6,71636.48,3,1,0,154013.17,1
155,Male,38,1,57739.74,3,1,0,74656.25,0
156,Female,19,1,208718.63,2,0,1,55472.3,0
157,Male,35,2,104779.05,1,0,0,173831.29,0
158,Female,64,3,105366.36,2,0,1,183982.6,0
159,Male,50,5,110897.62,1,0,1,169596.97,1
160,Female,54,7,104133.63,1,1,0,152740.92,0
161,Male,51,9,81641.36,2,0,1,77911.41,0
162,Male,37,9,71584.86,2,0,0,110967.16,0
163,Female,52,6,220489.92,1,1,1,184826.53,0
164,Female,68,3,40426.84,3,0,1,44281.54,0
165,Female,67,1,45265.59,3,1,0,109085.46,0
166,Male,35,1,142929.78,1,1,1,83991.68,0
167,Female,63,3,85914.64,2,0,0,141948.12,1
168,Male,41,5,105382.34,2,1,0,134132.57,0
169,Male,25,2,201636.65,1,0,0,120810.32,0
170,Female,47,5,225907.77,2,1,1,70330.81,0
171,Female,61,4,197638.42,1,0,0,48719.04,0
172,Male,27,4,58732.07,1,0,0,161180.9,0
173,Male,40,1,244992.82,1,1,0,198514.87,1
174,Female,69,7,90794.13,2,0,0,50436.93,0
175,Female,66,4,42266.77,3,1,1,33642.61,0
176,Female,28,1,124874.18,1,1,0,154231.55,0
177,Male,19,6,181321.44,2,0,0,81894.04,0
178,Male,43,8,20817.72,3,1,0,58340.64,1
179,Male,53,8,158571.73,1,0,0,114522.62,0
180,Male,50,0,214519.48,3,1,0,141538.62,0
181,Male,64,6,65445.37,2,0,1,58672.83,0
182,Male,30,8,173280.8,3,1,0,199010.64,0
183,Female,57,5,99977.16,3,1,1,79080.35,0
184,Male,42,0,103533.79,2,1,0,76691.54,1
185,Male,21,1,70203.51,1,1,1,96140.16,0
186,Male,59,3,156098.45,2,1,0,154105.27,0
187,Female,36,3,90249.81,2,0,1,177186.32,0
188,Male,35,1,207725.75,1,0,1,78317.5,0
189,Male,54,7,240726.36,1,1,0,41374.53,0
190,Female,47,1,233771.92,2,0,1,66103.55,1
191,Male,36,2,40782.09,1,0,0,35170.33,1
192,Male,40,3,3547.57,1,0,0,133462.01,0
193,Male,33,8,109617.09,2,1,1,153325.31,0
194,Male,18,9,182220.93,2,0,1,97267.98,0
195,Male,29,0,244363.82,2,0,1,191503.11,1
196,Female,41,7,195855.58,2,1,0,150954.29,0
197,Female,51,4,145137.33,3,1,1,88338.6,0
198,Female,25,6,6588.23,3,1,1,38398.49,0
199,Male,35,7,206385.17,1,1,1,108866.74,0
200,Male,65,4,44286.26,3,1,0,110690.4,0
201,Male,22,7,13901.63,3,0,0,119105.65,0
202,Female,43,9,212589.71,3,0,1,142840.91,0
203,Male,47,7,141562.72,1,0,1,67588.89,0
204,Male,30,8,32137.9,3,1,1,20447.2,0
205,Female,36,1,96635.67,2,0,0,166312.05,1
206,Male,46,2,21385.42,2,1,1,168236.6,0
207,Female,20,0,159502.7,1,0,1,184091.92,1
208,Female,43,3,70606.82,1,0,0,194426.6,0
209,Female,57,4,216523.53,1,1,0,48650.86,1
210,Male,29,0,89449.01,3,0,1,83696.9,0
211,Male,19,7,123658.47,1,0,1,173244.66,0
212,Male,28,1,15880.85,1,1,0,188119.89,1
213,Male,61,0,68898.15,1,0,1,22615.32,1
214,Male,45,1,169191.82,2,0,0,89756.12,0
215,Male,35,4,184065.69,1,0,1,40409.46,0
216,Male,30,8,60705.46,2,1,1,161922.49,0
217,Female,54,8,125955.02,2,1,1,154483.47,0
218,Male,39,1,204382.78,1,0,0,155774.49,0
219,Female,29,1,94977.54,1,0,1,90242.33,0
220,Male,19,2,33442.82,3,1,0,93124.56,0
221,Male,54,6,107967.6,1,1,1,67135.64,0
222,Male,24,2,150157.17,1,1,0,84960.84,0
223,Female,43,0,1849.63,1,0,1,196954.68,1
224,Female,43,5,87141.88,1,0,0,28382.38,0
225,Female,41,2,151858.96,1,1,0,78321.36,1
226,Female,29,0,237977.99,1,1,1,162186.13,0
227,Male,33,3,102137.18,3,0,0,88822.28,0
228,Female,40,0,40743.07,3,1,1,190997.2,0
229,Male,57,0,133554.77,1,0,1,79785.94,0
230,Male,26,1,71438.09,3,1,1,172956.5,0
231,Female,49,9,53694.85,2,1,0,166717.07,0
232,Female,32,7,147600.81,3,0,1,21657.37,0
233,Female,54,1,228970.88,2,1,1,92538.04,0
234,Female,30,1,208806.05,1,1,1,70514.72,0
235,Female,22,9,45573.13,2,0,0,106329.54,0
236,Female,28,9,191469.86,1,0,1,103298.79,0
237,Female,27,7,57467.16,3,0,1,182995.31,0
238,Female,69,5,72675.32,2,0,1,53044.64,0
239,Male,30,3,230012.88,2,0,1,52794.4,0
240,Female,58,2,227762.54,2,1,0,39452.01,0
241,Female,63,0,42157.69,1,1,1,152957.21,0
242,Male,67,2,16047.96,1,0,1,185214.86,0
243,Female,32,8,73279.53,3,0,1,86330.71,0
244,Male,59,4,145443.76,3,1,0,31128.05,0
245,Male,24,5,219222.92,1,0,1,48083.87,0
246,Female,57,4,29709.35,3,0,1,38429.16,0
247,Male,45,0,103739.63,2,0,1,126621.21,0
248,Male,49,9,67937.45,2,1,1,70813.61,0
249,Male,52,0,3732.24,2,0,1,181540.57,1
250,Male,32,3,197111.57,3,1,1,49210.89,0
251,Female,65,2,203321.05,2,1,0,187428.08,0
252,Male,53,7,55307.27,2,0,0,79892.99,0
253,Female,38,6,37810.06,1,0,1,176115.04,1
254,Male,23,6,36140.21,1,0,0,190819.26,0
255,Male,18,7,115986.8,3,1,0,197545.45,0
256,Male,21,9,61623.9,1,0,0,164646.81,1
257,Male,28,6,127838.91,3,1,1,38303.58,0
258,Female,61,9,96212.93,3,1,1,29968.17,0
259,Female,43,1,52722.58,1,1,0,153151.22,1
260,Male,54,3,187797.95,1,0,1,181467.15,1
261,Male,40,5,37590.97,3,1,0,49890.25,0
262,Female,46,2,199725.58,3,1,1,189392.14,0
263,Male,38,2,140361.6,3,0,0,129841.0,1
264,Male,65,5,208009.29,2,0,1,42321.68,0
265,Male,62,0,1189.76,2,0,1,50066.06,1
266,Female,62,0,187297.13,1,1,0,31871.99,1
267,Female,66,4,12878.9,2,1,1,45778.75,0
268,Female,44,0,237524.68,2,0,1,151782.31,0
269,Male,56,9,175684.87,3,1,0,59377.94,0
270,Male,57,7,80043.07,2,1,1,121097.75,0
271,Female,30,1,79962.62,1,0,0,149794.63,1
272,Female,40,5,215373.09,2,1,0,181149.98,0
273,Female,33,9,225710.03,2,1,0,126186.84,1
274,Female,47,9,222893.32,2,0,0,122549.13,1
275,Male,21,4,202185.07,1,0,1,184308.15,0
276,Female,57,9,204758.01,1,1,1,73082.88,0
277,Male,33,3,143191.98,3,1,0,56666.29,0
278,Female,48,0,7057.76,2,0,1,177103.27,1
279,Male,59,2,21693.32,3,0,1,33414.13,0
280,Female,42,3,162388.31,3,0,1,54142.78,0
281,Female,61,1,100291.29,1,0,1,94025.55,0
282,Female,29,1,141827.41,3,0,0,85025.1,1
283,Female,43,1,57769.41,2,0,1,147096.56,0
284,Male,54,0,162354.29,3,0,0,36525.25,1
285,Female,65,9,60707.39,1,0,0,105888.41,0
286,Male,50,1,115203.2,1,1,1,165539.89,0
287,Male,45,5,119679.97,1,0,1,143001.84,0
288,Male,26,2,44417.06,2,0,1,133696.83,0
289,Male,29,9,219051.93,3,0,0,63084.78,0
290,Female,22,4,131455.26,2,1,0,90853.89,1
291,Male,69,0,216695.94,1,1,1,52530.23,0
292,Male,45,7,65633.92,2,0,1,111606.51,0
293,Male,52,3,43083.99,1,0,0,125150.29,0
294,Female,22,8,4504.16,2,1,0,133612.61,0
295,Female,51,3,23466.16,2,0,1,177672.03,0
296,Female,63,1,36867.65,3,1,1,31129.37,0
297,Female,51,2,19713.89,3,0,1,89896.25,1
298,Male,30,4,224219.82,1,0,0,126374.73,1
299,Male,56,9,227859.58,3,1,0,122622.11,1
300,Female,59,5,234340.67,3,1,1,23906.74,0
301,Male,62,6,239965.21,2,1,0,54075.63,0
302,Male,65,3,122958.75,1,1,0,172234.06,1
303,Male,31,6,132506.16,2,1,0,112770.53,1
304,Female,28,9,32707.61,2,1,1,94440.61,0
305,Female,59,2,34263.01,3,1,1,182031.55,0
306,Male,55,6,193189.11,3,1,1,33491.37,0
307,Female,21,3,213932.27,1,1,0,186015.87,1
308,Female,50,7,196178.61,3,0,0,25001.0,0
309,Female,24,8,208643.97,2,0,1,121280.65,0
310,Female,58,6,69142.58,3,0,1,119916.4,0
311,Female,25,7,116516.45,1,0,0,135032.29,0
312,Male,54,7,114799.85,1,0,1,25332.73,0
313,Female,68,1,248820.85,2,1,0,115493.4,1
314,Male,27,8,237294.51,2,0,1,40450.53,0
315,Male,60,5,149621.53,3,0,1,48076.24,0
316,Female,32,3,34493.28,1,0,1,58763.88,0
317,Male,55,4,64649.01,2,1,0,130371.87,0
318,Male,32,9,90940.39,3,1,1,90215.96,0
319,Male,22,4,218302.91,3,1,1,35360.74,0
320,Female,46,6,42658.11,3,0,1,72022.39,0
321,Female,36,8,54936.73,2,0,0,33791.84,0
322,Male,68,6,87346.17,2,0,0,139542.95,0
323,Female,27,8,231727.55,3,0,1,120343.74,0
324,Female,29,3,125953.02,3,0,1,93383.51,0
325,Female,21,9,161709.01,2,0,1,186981.82,0
326,Female,48,9,96805.83,1,1,1,113370.52,1
327,Male,35,3,47130.53,3,1,1,179756.4,0
328,Male,33,5,55700.13,1,1,0,124235.31,0
329,Female,57,7,200667.81,1,1,0,87822.72,0
330,Female,53,8,223370.51,2,0,0,117019.44,0
331,Male,42,0,123268.91,2,0,1,47335.23,0
332,Male,40,0,89248.63,1,0,0,141455.62,0
333,Female,29,7,201958.78,2,0,1,196783.97,0
334,Male,51,6,168273.69,1,0,0,64538.86,0
335,Female,53,8,10218.49,1,0,1,78175.58,0
336,Female,54,2,87685.22,2,0,0,93096.47,0
337,Male,20,9,170543.24,2,0,1,107026.87,0
338,Male,26,4,143419.96,3,1,0,149438.54,0
339,Female,35,2,244516.83,2,0,0,44601.16,0
340,Female,60,4,216528.84,3,1,1,74443.8,0
341,Male,52,9,14934.6,2,0,1,116960.69,0
342,Female,51,0,181442.25,2,0,1,126123.93,0
343,Male,58,3,84081.65,2,1,1,116593.44,0
344,Female,31,5,170520.68,2,0,1,98388.0,0
345,Male,21,1,154306.15,1,0,0,148065.51,0
346,Male,46,6,125762.56,2,1,0,56805.45,0
347,Male,58,7,213237.39,1,0,0,70890.98,1
348,Female,62,0,177172.47,2,1,1,100007.03,0
349,Female,67,3,222388.78,2,0,0,145190.53,0
350,Male,32,3,70400.94,1,0,0,34823.15,1
351,Female,45,4,87031.88,2,1,0,40820.78,1
352,Male,59,3,155487.84,3,0,0,160833.5,0
353,Male,33,8,241616.11,3,1,1,66971.89,0
354,Female,29,6,92895.52,2,0,1,193427.62,0
355,Female,69,1,8073.41,3,0,0,193052.89,0
356,Male,22,0,111471.99,3,1,0,143470.1,0
357,Female,51,8,135982.39,3,0,0,149037.18,0
358,Female,59,0,200246.85,3,1,0,137180.04,0
359,Male,18,5,182150.12,1,0,0,51919.57,0
360,Male,56,1,241165.67,1,1,0,110082.02,1
361,Female,49,3,195670.69,1,1,1,162742.92,0
362,Male,43,5,74657.11,3,1,0,159442.06,0
363,Male,34,4,160345.08,3,1,0,181778.72,0
364,Female,65,5,168060.3,1,0,0,182143.67,0
365,Male,44,2,249505.13,3,1,0,67067.38,0
366,Male,41,4,34684.48,1,0,0,149909.69,0
367,Female,52,1,47831.38,1,0,0,137241.19,1
368,Female,63,6,38878.41,1,0,0,179449.43,1
369,Male,59,2,147265.03,3,1,0,53025.39,1
370,Male,56,0,33825.27,1,1,0,153162.66,1
371,Female,43,7,164001.93,2,0,0,96199.78,0
372,Female,66,7,200943.51,1,0,1,91007.39,0
373,Female,55,2,108198.23,1,0,0,26442.38,0
374,Female,40,6,140171.27,2,1,0,193062.87,1
375,Male,39,8,228180.52,3,1,1,141638.34,0
376,Female,21,7,142391.48,1,1,0,126326.41,0
377,Female,66,2,52151.39,2,0,0,65209.85,0
378,Male,26,1,85798.45,3,1,0,138520.17,0
379,Female,21,9,132461.45,2,1,0,190208.5,0
380,Male,24,6,38724.42,1,1,1,49391.8,0
381,Female,40,6,153129.96,2,1,0,197085.55,0
382,Female,19,8,249811.52,3,0,0,96937.28,0
383,Female,66,4,163133.74,1,0,0,196081.24,1
384,Male,41,3,93102.79,2,0,0,134096.16,0
385,Male,57,7,82936.62,3,0,0,78339.22,0
386,Female,48,3,232900.83,3,1,1,87399.92,0
387,Male,64,3,217878.57,1,0,1,72299.87,0
388,Male,48,1,118089.66,1,0,0,80259.87,0
389,Male,64,0,88353.64,1,0,1,136376.46,0
390,Male,57,3,177616.07,1,0,1,22988.92,0
391,Male,65,6,78625.62,2,0,1,194173.61,0
392,Male,68,8,29850.81,3,1,0,158335.05,0
393,Female,60,8,77538.05,1,0,0,189381.67,1
394,Female,51,9,108574.0,1,1,1,149157.75,0
395,Male,41,0,63852.84,1,1,1,106586.06,0
396,Female,66,4,54203.43,2,1,0,54150.94,1
397,Female,43,6,1535.04,3,0,1,112937.88,0
398,Female,33,6,157710.7,3,0,0,148105.2,0
399,Female,64,9,153612.24,1,1,0,173752.89,0
400,Male,30,5,47006.31,3,0,1,78343.6,0
401,Female,32,9,235912.52,2,1,0,111886.54,0
402,Female,44,3,102392.73,3,1,1,131596.56,0
403,Male,21,2,6369.86,1,0,1,125946.71,0
404,Male,33,8,54942.98,3,0,1,29427.1,0
405,Female,47,9,173016.87,2,1,0,107010.89,1
406,Female,61,3,50404.97,2,0,1,165625.64,0
407,Female,47,7,13478.11,3,1,0,164414.69,0
408,Female,53,0,154426.56,3,1,1,111285.6,1
409,Female,20,6,129588.7,1,0,0,191424.15,0
410,Female,39,5,190316.46,1,1,1,168721.45,0
411,Male,66,0,193157.85,1,0,1,152718.84,1
412,Female,39,3,239983.81,3,0,0,112808.14,0
413,Female,67,4,14254.39,2,1,0,126321.74,0
414,Male,67,7,9747.35,2,0,1,60182.33,0
415,Male,66,3,246799.26,3,1,0,115833.25,0
416,Male,29,2,161211.97,2,0,1,114683.93,0
417,Male,38,1,178842.63,2,1,1,56497.24,1
418,Female,21,3,24120.5,3,1,0,191206.69,0
419,Female,48,9,17453.17,2,1,0,64055.39,0
420,Female,61,3,40063.4,3,0,1,38760.04,0
421,Female,48,9,106798.9,1,1,1,104061.66,1
422,Female,40,4,27544.05,2,1,1,143493.24,0
423,Female,37,6,111583.44,3,1,1,55127.34,0
424,Male,32,8,140383.98,2,0,0,52920.48,0
425,Female,40,1,83.24,2,1,1,67064.66,0
426,Male,45,4,28561.41,1,1,0,74489.13,0
427,Male,33,9,93798.8,3,1,1,64316.01,0
428,Female,54,8,13332.45,1,0,0,104725.76,1
429,Male,38,2,33382.24,2,1,1,23287.36,0
430,Female,32,0,57949.1,2,0,0,35753.0,0
431,Male,34,1,107400.35,2,0,1,151285.61,1
432,Female,67,5,178709.3,3,0,0,94221.19,0
433,Male,54,4,33172.15,1,0,0,84857.09,1
434,Female,30,0,184489.64,3,0,0,21880.06,1
435,Female,36,0,213765.18,2,1,1,73679.22,0
436,Female,47,3,162869.69,1,1,0,167813.55,1
437,Female,62,3,10931.42,2,0,0,81266.11,0
438,Female,35,5,110163.42,1,0,1,193464.82,0
439,Male,31,5,165016.5,3,1,1,90192.61,0
440,Male,53,9,244628.28,3,1,1,103543.2,0
441,Male,53,5,237952.1,3,1,0,164343.7,0
442,Female,37,0,98925.79,3,0,0,196944.37,0
443,Male,69,9,153982.77,3,1,0,86887.42,0
444,Female,36,8,222703.79,1,1,0,41588.5,0
445,Female,62,6,207761.56,1,0,1,114150.31,1
446,Male,61,6,119855.46,2,0,0,126516.96,0
447,Male,24,6,65310.33,1,1,1,192702.16,0
448,Female,61,1,34274.99,2,1,0,94506.05,1
449,Male,21,1,121995.04,3,0,1,36345.87,0
450,Female,51,5,180711.47,1,1,1,137168.25,0
451,Female,19,6,242442.43,1,1,0,23800.18,0
452,Female,22,2,215453.73,3,1,0,96575.29,0
453,Female,27,3,51060.24,3,1,0,93736.39,0
454,Female,49,2,179944.53,3,1,1,65867.44,0
455,Male,59,6,72275.31,2,0,1,193575.63,0
456,Male,58,6,170868.15,2,1,0,92613.51,0
457,Female,30,3,166451.37,1,1,1,181047.28,0
458,Female,56,6,68107.65,3,0,0,112719.9,1
459,Male,22,4,58597.16,1,1,0,167696.51,0
460,Male,27,0,25984.44,3,1,0,101251.14,0
461,Female,27,9,12634.91,3,0,0,198476.69,0
462,Male,55,3,214612.76,3,0,1,135205.23,0
463,Female,44,6,12462.35,3,1,0,48070.46,1
464,Male,68,1,22185.29,3,0,1,21157.55,0
465,Female,38,1,59713.01,2,1,1,187202.07,0
466,Male,25,0,221914.58,1,1,1,143624.15,0
467,Female,18,1,83235.09,3,0,1,39132.32,0
468,Male,45,9,47949.89,2,0,1,153827.65,0
469,Male,66,7,178888.87,2,1,0,60886.75,0
470,Female,56,7,79767.44,3,1,1,165661.47,0
471,Male,31,7,83341.66,3,1,0,129786.08,0
472,Female,38,0,184744.15,2,0,0,42258.8,0
473,Male,47,0,62913.2,3,0,0,32770.84,0
474,Female,38,9,224190.01,2,1,0,103901.24,0
475,Male,66,3,140355.42,3,1,1,188640.82,0
476,Female,26,5,134457.93,2,1,1,121633.89,0
477,Male,34,7,66188.06,3,1,0,156639.6,1
478,Female,22,1,208773.59,2,1,0,104505.2,1
479,Male,48,2,143187.39,1,1,0,89134.51,0
480,Female,69,5,38879.14,3,1,0,167997.35,0
481,Female,57,9,51574.56,3,1,0,103409.58,1
482,Female,55,3,117063.98,2,1,0,45477.69,0
483,Male,60,1,194910.46,3,0,1,69413.69,0
484,Female,36,6,234823.82,1,0,1,121049.01,0
485,Male,53,3,165874.66,1,1,1,92463.88,0
486,Female,67,7,126535.81,2,1,1,85950.72,0
487,Male,50,7,62682.99,2,0,0,140377.56,0
488,Female,30,6,168216.99,3,0,1,134537.67,0
489,Male,31,9,245559.94,2,0,1,76524.7,0
490,Male,50,8,119055.62,1,0,0,84696.79,0
491,Female,46,3,40535.47,1,1,1,155371.96,0
492,Male,60,6,25835.15,3,1,0,185831.76,0
493,Male,66,9,67314.05,1,0,0,78358.65,1
494,Female,53,9,142360.5,2,1,0,72537.96,0
495,Male,61,0,236701.33,3,1,0,67750.4,1
496,Male,27,3,74791.27,3,1,0,45471.24,0
497,Male,48,1,76347.79,3,0,1,87891.36,0
498,Female,23,8,120294.91,2,0,0,112881.1,0
499,Male,18,4,229635.58,3,1,1,116737.99,0
500,Female,24,2,104763.76,3,0,0,144385.46,0
501,Male,44,3,55807.35,1,0,0,29459.33,0
502,Male,38,5,40782.73,1,0,0,121053.57,1
503,Male,45,9,114253.84,3,1,1,65898.01,0
504,Female,33,0,200169.36,2,1,0,63042.23,0
505,Male,63,6,72838.1,2,1,1,162150.67,0
506,Male,40,7,128130.66,2,0,1,47625.9,0
507,Female,69,6,150752.07,2,0,1,79238.03,0
508,Male,37,6,112617.6,1,1,0,134774.9,1
509,Female,55,8,47922.56,2,0,1,135717.21,0
510,Female,42,3,230436.42,2,0,0,28655.83,0
511,Male,45,6,141362.31,3,0,0,33060.59,0
512,Female,22,8,182283.6,2,0,0,137965.39,1
513,Male,38,4,159010.75,2,1,0,191567.19,0
